inter_id,user_id,item_id,timestamp,rating,emo_pre_valence,emo_pre_arousal,emo_post_valence,emo_post_arousal,duration,rec_type,time_period,weather_type,pressure,temperature,humidity,longitude,latitude,speed,hr_mean,hr_std,intensity_mean,steps_sum,activity_dominant,activity_label,valence,energy,general_genre,music,singer,mood_bucket,mood_bucket_id,time_label,weather_label,hr_level,valence_shift,arousal_shift
36,1,742,1625584501,5,0.4,-0.2525,0.3585881870805799,-0.4315864965934122,,,3,0,1001,24,90,2874951.6,36215.13968119052,0.0,1.9980744850009888,7.192974967903676,15.233333333333333,33.0,0,Still,0.2269999999999999,0.434,rnb,Distance And Time,Alicia Keys,sad-melancholic,3.0,Evening,,Low HR,-0.04141181291942014,-0.1790864965934122
37,1,13,1625636346,2,0.285,-0.2625,0.1434352748322319,0.362430203370729,,,2,0,999,31,63,2874956.1,36198.998281190936,0.0,0.7439309737780415,5.566366998123861,4.133333333333334,0.0,0,Still,0.216,0.52,hip-hop,Palmdale,Afroman,sad-melancholic,3.0,Afternoon,,Low HR,-0.14156472516776808,0.624930203370729
38,2,132,1625104007,5,-0.3,-0.065,0.3765175964346089,0.075559653706265,,,1,2,997,22,91,2874840.900000001,36367.53676119096,0.0,-0.3751048877700747,13.550843044704719,26.0,140.0,0,Still,0.3329999999999999,0.698,rock,Somebody To Love,Queen,tense-dark,2.0,Morning,Cloudy,Low HR,0.6765175964346088,0.140559653706265
39,2,843,1625118524,3,0.1675,-0.3075,0.3457814661134164,-0.0115260488704472,256.0,WD,2,1,997,28,64,2874840.900000001,36367.53676119096,0.0,23.53322844556326,10.65984156646909,88.0,1989.0,2,Walking,0.961,0.639,hip-hop,Mia,"DJ Khaled,Lil Wayne",calm-relaxed,1.0,Afternoon,Clear,Mid HR,0.17828146611341641,0.29597395112955277
40,2,17,1625128153,4,0.39,0.0875,0.0,0.0,,,2,2,995,28,68,2875342.0000000005,35638.947361190665,0.0,3.3498951122299263,8.831378190335908,45.96666666666667,211.0,1,Act→Still,0.919,0.815,country,Can't Let Go,Lucinda Williams,happy-energetic,0.0,Afternoon,Cloudy,Low HR,-0.39,-0.0875
41,2,576,1625138189,3,0.01,-0.3675,0.2586957635367041,-0.1267865375749193,69.0,GCN,3,2,997,22,96,2875337.4000000022,35633.937961190655,0.0,-13.466771554436738,2.6737406173540634,1.3333333333333333,0.0,4,Lying,0.7929999999999999,0.354,other,Chapel Of Love,The Dixie Cups,calm-relaxed,1.0,Evening,Cloudy,Low HR,0.24869576353670408,0.24071346242508068
42,2,517,1625149247,4,-0.045,0.6825,0.1690487167665591,0.7030889810972799,167.0,GCN,3,0,1002,22,98,2875337.4000000022,35633.937961190655,0.0,-15.150104887770071,6.237632207461061,7.466666666666667,0.0,4,Lying,0.8370000000000001,0.7340000000000001,country,Home For A Rest,Spirit of the West,happy-energetic,0.0,Evening,,Low HR,0.21404871676655912,0.020588981097279913
43,2,524,1625155160,5,0.2375,0.5875,0.0,0.0,,,3,0,1003,22,98,2874829.700000002,36369.985801191106,0.0,-13.216771554436738,4.670266468724123,5.166666666666667,0.0,4,Lying,0.141,0.589,metal,Louder Than Thunder,The Devil Wears Prada,sad-melancholic,3.0,Evening,,Low HR,-0.2375,-0.5875
44,2,513,1625208762,3,-0.32,-0.61,0.0486655396752215,0.2138722401516316,,,2,1,999,29,58,2875340.600000001,35632.1568411912,0.0,4.1165617788965925,10.02119513091387,18.166666666666668,0.0,0,Still,,,,,,unknown,,Afternoon,Clear,Low HR,0.36866553967522153,0.8238722401516316
45,2,936,1625214109,4,0.0475,0.28,0.4226217919163977,-0.1165411608011884,461.0,GCN,2,0,999,29,58,2875342.1,35639.05868119117,0.0,1.7554506677854833,13.770118838975435,28.066666666666666,0.0,4,Lying,0.324,0.634,rock,Shine On,The Kooks,sad-melancholic,3.0,Afternoon,,Low HR,0.3751217919163977,-0.3965411608011884
46,2,936,1625214109,4,-0.2425,0.675,0.4226217919163977,-0.1165411608011884,461.0,GCN,2,0,999,29,58,2875342.1,35639.05868119117,0.0,1.7554506677854833,13.770118838975435,28.066666666666666,0.0,4,Lying,0.324,0.634,rock,Shine On,The Kooks,sad-melancholic,3.0,Afternoon,,Low HR,0.6651217919163976,-0.7915411608011884
47,2,588,1625235353,3,0.56,0.1575,0.9272065980226424,0.1191025049946212,,,3,1,1000,25,71,2874841.9000000013,36374.54992119224,1.094452,-11.633438221103404,1.8556220879622372,4.133333333333334,0.0,4,Lying,0.8690000000000001,0.447,hip-hop,Graduation Day,Kanye West,calm-relaxed,1.0,Evening,Clear,Low HR,0.3672065980226423,-0.0383974950053788
48,2,461,1625236161,3,-0.1525,-0.3375,0.0153680651605962,0.5442856411044517,,,3,1,1000,26,72,2874841.9000000013,36374.54992119224,1.094452,-9.36677155443674,3.5471428251794745,4.133333333333334,0.0,4,Lying,0.1689999999999999,0.8959999999999999,electronic,Watercolour,Pendulum,tense-dark,2.0,Evening,Clear,Low HR,0.16786806516059619,0.8817856411044517
49,2,627,1625242246,4,0.305,-0.3,0.6966856206136981,-0.4264638082065468,,,3,1,999,25,74,2874841.9000000013,36374.54992119224,1.094452,-13.183438221103405,3.4668669813920845,8.233333333333333,0.0,4,Lying,0.71,0.831,rnb,Love Rain,Jill Scott,tense-dark,2.0,Evening,Clear,Low HR,0.3916856206136981,-0.1264638082065468
50,2,977,1625284780,4,0.0,0.0,0.3278520567593873,-0.1191025049946212,,,1,0,997,28,52,2874840.5000000005,36370.653721191,0.0,43.19989511222991,26.910324330181446,111.46666666666667,2565.0,2,Walking,0.452,0.563,pop,Clumsy,Fergie,sad-melancholic,3.0,Morning,,Mid HR,0.3278520567593873,-0.1191025049946212
51,2,341,1625290322,5,-0.3225,0.115,0.545566313201168,0.1216638491880539,,,2,0,997,28,52,2874840.5000000005,36370.653721191,0.0,3.3832284455632586,18.385539305539982,48.166666666666664,121.0,0,Still,0.8059999999999999,0.933,rnb,Jungle Man,Red Hot Chili Peppers,happy-energetic,0.0,Afternoon,,Low HR,0.868066313201168,0.006663849188053891
52,2,740,1625311291,5,0.605,0.4975,0.9092771886686134,0.5673377388453461,,,3,2,997,25,75,2876989.7,27684.465441190914,0.04152163,1.9832284455632598,4.607029652848158,1.2666666666666666,0.0,4,Lying,,,,,,unknown,,Evening,Cloudy,Low HR,0.3042771886686134,0.06983773884534611
53,2,754,1625376336,5,0.8,0.2775,0.8119461093181702,0.5929511807796732,,,2,0,998,30,38,2874841.8000000003,36370.87636119123,0.0,1.3498951122299252,13.378922062541346,19.8,0.0,0,Still,0.847,0.654,pop,Thriller,Michael Jackson,calm-relaxed,1.0,Afternoon,,Low HR,0.011946109318170195,0.3154511807796732
54,2,742,1625387023,5,-0.775,-0.3975,0.2689411403104349,-0.2138722401516316,,,2,0,998,30,35,2874987.947147612,35378.06292431141,0.23793752,3.2665617788965933,4.655462741053066,25.833333333333332,161.0,0,Still,0.2269999999999999,0.434,rnb,Distance And Time,Alicia Keys,sad-melancholic,3.0,Afternoon,,Low HR,1.043941140310435,0.18362775984836843
55,2,364,1625401062,4,-0.2075,0.345,0.2715024845038677,-0.3188873520823728,1002.0,Rand,3,0,998,27,62,2875022.600000001,35350.85120119113,0.23793752,-7.350104887770071,1.2941105911869448,0.0,0.0,4,Lying,0.6629999999999999,0.535,pop,Elegant Disasters,Electric President,sad-melancholic,3.0,Evening,,Low HR,0.47900248450386773,-0.6638873520823727
56,2,562,1625408161,3,0.5825,0.395,-0.1331898980585011,0.7850519952871268,,,3,0,1000,24,78,2874826.3000000007,36387.908321190946,0.23793752,-7.683438221103409,6.47707495710834,5.3,0.0,4,Lying,0.542,0.7040000000000001,pop,Sweet About Me,Gabriella Cilmi,tense-dark,2.0,Evening,,Low HR,-0.7156898980585011,0.39005199528712675
57,2,924,1625452765,5,0.64,0.6075,-0.904154500281748,0.0601915885456687,,,1,0,1001,29,56,2874821.4833150087,36377.64069088754,0.0,19.466561778896594,12.704723531033643,38.03333333333333,582.0,0,Still,0.7440000000000001,0.391,alternative,Fitter Happier,Radiohead,calm-relaxed,1.0,Morning,,Mid HR,-1.544154500281748,-0.5473084114543313
58,2,555,1625473547,5,-0.715,-0.2025,0.1767327493468572,-0.9669074330208496,,,2,1,999,26,73,2874835.800000001,36368.98392119126,0.61373556,13.416561778896597,10.644138536546075,29.333333333333332,64.0,1,Act→Still,0.0925,0.081,indie,Blood Bank,Bon Iver,sad-melancholic,3.0,Afternoon,Clear,Mid HR,0.8917327493468572,-0.7644074330208496
59,2,19,1625484774,3,-0.2175,-0.4475,0.2510117309564059,-0.4315864965934122,,,3,1,1000,24,77,2874672.573548571,35263.420537775346,1.4948766000000002,-4.050104887770074,1.3082006302126936,0.0,0.0,4,Lying,0.62,0.7709999999999999,other,Make Your Own Kind Of Music,Mama Cass Elliot,tense-dark,2.0,Evening,Clear,Low HR,0.46851173095640586,0.015913503406587814
60,2,42,1625500628,3,0.7525,-0.365,-0.4046923825623688,-0.4059730546590851,,,3,2,1003,22,97,2875048.1744488655,35309.492165272364,0.04980359,-8.21677155443674,2.654189560340826,5.333333333333333,0.0,4,Lying,,,,,,unknown,,Evening,Cloudy,Low HR,-1.1571923825623687,-0.04097305465908513
61,2,367,1625572312,3,0.5325,0.275,0.6736335228728038,-0.3931663336919216,,,3,0,999,27,71,2875064.6,35146.022401190974,0.0,-4.550104887770073,4.803962484819751,2.933333333333333,0.0,4,Lying,0.0612,0.412,electronic,Chameleon,Trentemøller,sad-melancholic,3.0,Evening,,Low HR,0.14113352287280378,-0.6681663336919217
62,2,548,1625580637,4,0.935,0.3675,0.8145074535116029,0.631371343681164,,,3,0,1000,25,83,2874995.2464466346,35359.74047620507,0.15285873,-8.050104887770074,3.86584042896525,3.8333333333333335,0.0,4,Lying,0.4320000000000001,0.723,pop,What Goes Around...comes Around,Justin Timberlake,tense-dark,2.0,Evening,,Low HR,-0.12049254648839713,0.263871343681164
63,3,529,1625444746,3,0.295,0.465,0.5301982480405717,0.4239024640131141,,,1,1,1001,25,65,2874971.9770000014,36486.0814291905,3.81,-2.8621072181507845,4.422825894028488,20.3,0.0,0,Still,0.792,0.948,hip-hop,Where The Hood At,DMX,happy-energetic,0.0,Morning,Clear,Low HR,0.2351982480405717,-0.041097535986885925
64,3,917,1625481902,3,0.9675,0.03,0.9220839096357768,-0.0115260488704472,,,3,0,1000,25,78,2874971.9770000014,36486.0814291905,3.81,-6.245440551484118,3.672722272223819,5.533333333333333,12.0,4,Lying,0.936,0.892,hip-hop,Tokyo Drift,Teriyaki Boyz,happy-energetic,0.0,Evening,,Low HR,-0.04541609036422323,-0.041526048870447196
65,3,517,1625491143,2,0.5675,-0.5425,0.2971159264381948,-0.470006659494903,,,3,2,1001,23,93,2874872.6180000007,36463.60592119124,1.96,-6.495440551484118,4.936401073206629,11.166666666666666,0.0,2,Walking,0.8370000000000001,0.7340000000000001,country,Home For A Rest,Spirit of the West,happy-energetic,0.0,Evening,Cloudy,Low HR,-0.2703840735618052,0.07249334050509698
66,3,524,1625495151,2,0.3075,-0.4725,0.1997848470877516,-0.4315864965934122,,,3,2,1002,22,94,2874872.6180000007,36463.60592119124,1.96,-10.895440551484118,2.7370401693962934,4.6,0.0,4,Lying,0.141,0.589,metal,Louder Than Thunder,The Devil Wears Prada,sad-melancholic,3.0,Evening,Cloudy,Low HR,-0.1077151529122484,0.04091350340658778
67,3,491,1625531232,2,-0.1375,-0.385,-0.0794016699964141,-0.4392705291737104,,,1,0,1001,22,96,2875773.952,34726.62096159125,0.0,-1.2121072181507848,8.41346473748413,22.0,60.0,0,Still,0.66,0.907,alternative,Everybody Loves Me,OneRepublic,tense-dark,2.0,Morning,,Low HR,0.05809833000358591,-0.05427052917371039
68,3,421,1625571644,2,0.5775,0.445,0.2049075354746171,-0.5468469852978843,,,3,0,998,28,70,2875111.401000001,35160.479529591204,1.85,-11.362107218150785,6.540493525381364,3.1,0.0,4,Lying,,,,,,unknown,,Evening,,Low HR,-0.3725924645253829,-0.9918469852978844
69,3,126,1625585834,3,0.5600000023841858,-0.5199999809265137,0.5250755596537063,0.5263562317504227,,,3,0,1001,24,90,2874829.364,36600.506143990846,1.17,-3.170440551484118,14.22417005975705,13.1,30.0,4,Lying,0.9,0.75,rnb,Days Like These,The Cat Empire,happy-energetic,0.0,Evening,,Low HR,-0.034924442730479455,1.0463562126769363
70,3,898,1625616866,2,0.5274999737739563,0.550000011920929,-0.4303058244966959,0.7645612417396651,,,1,0,1001,25,85,2874917.7200000007,36486.95195159055,3.74,1.6212261151825487,6.032688731679543,24.8,67.0,2,Walking,0.5589999999999999,0.574,electronic,D Song,Bonobo,sad-melancholic,3.0,Morning,,Low HR,-0.9578057982706523,0.21456122981873615
71,3,453,1625634237,3,-0.1525000035762787,-0.7850000262260437,0.0358588187080579,-0.9079965165718972,,,2,0,1002,31,63,2877834.811000001,27911.483656791177,1.59,4.754559448515882,6.108888484701494,16.366666666666667,0.0,0,Still,,,,,,unknown,,Afternoon,,Low HR,0.1883588222843366,-0.12299649034585347
72,3,627,1625635884,2,0.0549999997019767,-0.9300000071525574,-0.0153680651605962,-0.961784744633984,,,2,0,1001,31,64,2877834.811000001,27911.483656791177,1.59,3.6128927818492156,8.907891580357688,21.633333333333333,0.0,0,Still,0.71,0.831,rnb,Love Rain,Jill Scott,tense-dark,2.0,Afternoon,,Low HR,-0.0703680648625729,-0.03178473748142663
73,3,395,1625653605,2,0.0549999997019767,-0.9300000071525574,0.3252907125659546,0.4597612827211721,,,2,0,999,31,61,2877834.811000001,27911.483656791177,1.59,-2.145440551484118,6.912227491112318,12.966666666666667,35.0,4,Lying,0.466,0.7490000000000001,rnb,I Should Be...,Dru Hill,tense-dark,2.0,Afternoon,,Low HR,0.2702907128639779,1.3897612898737295
74,3,740,1625674201,1,-0.4764100199784848,-0.4751293478817684,-0.7863326673838431,0.3701142359510272,,,3,0,999,25,77,2874833.4670000006,36452.5340339911,0.0,19.954559448515884,18.32208745991812,98.6,685.0,1,Act→Still,,,,,,unknown,,Evening,,Mid HR,-0.3099226474053583,0.8452435838327956
75,3,761,1625703320,3,-0.4774999916553497,-0.4749999940395355,-0.0947697351570104,-0.6723528507760873,,,1,0,999,24,85,2874886.9920000006,36479.15287239068,3.61,1.3212261151825484,7.3477887830285376,18.266666666666666,0.0,0,Still,0.356,0.4629999999999999,electronic,Bloodstream,Stateless,sad-melancholic,3.0,Morning,,Low HR,0.38273025649833925,-0.19735285673655178
76,3,720,1625722369,4,-0.2049999982118606,-0.8374999761581421,-0.0768403258029814,0.1600840120895446,,,2,0,998,33,44,2874886.9920000006,36479.15287239068,3.61,11.454559448515882,16.63276552137043,61.9,354.0,0,Still,0.359,0.563,new age,Knocking On Forbidden Doors,Enigma,sad-melancholic,3.0,Afternoon,,Mid HR,0.1281596724088792,0.9975839882476867
